#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CAPN1	CTSS	9606.ENSP00000431984	9606.ENSP00000357981	0	0	0	0	0.055	0	0	0.667	0.672
CAPN1	CASP7	9606.ENSP00000431984	9606.ENSP00000358327	0	0	0	0	0.049	0.179	0	0.310	0.415
CAPN1	PTPN1	9606.ENSP00000431984	9606.ENSP00000360683	0	0	0	0	0.050	0.510	0	0.247	0.619
CAPN1	RELA	9606.ENSP00000431984	9606.ENSP00000384273	0	0	0	0	0.117	0.098	0	0.684	0.727
CAPN1	CDK5	9606.ENSP00000431984	9606.ENSP00000419782	0	0	0	0	0.075	0	0.500	0.510	0.754
CAPN1	GRIN2B	9606.ENSP00000431984	9606.ENSP00000477455	0	0	0	0	0	0.396	0	0.541	0.710
CASP1	SIRT1	9606.ENSP00000433138	9606.ENSP00000212015	0	0	0	0	0	0	0	0.544	0.544
CASP1	CTSG	9606.ENSP00000433138	9606.ENSP00000216336	0	0	0	0	0.090	0	0.750	0.506	0.877
CASP1	RIPK2	9606.ENSP00000433138	9606.ENSP00000220751	0	0	0	0	0.113	0.311	0	0.773	0.849
CASP1	PLAT	9606.ENSP00000433138	9606.ENSP00000220809	0	0	0	0	0.072	0	0.540	0.228	0.641
CASP1	SERPINE1	9606.ENSP00000433138	9606.ENSP00000223095	0	0	0	0	0.055	0	0.540	0.307	0.672
CASP1	MPO	9606.ENSP00000433138	9606.ENSP00000225275	0	0	0	0	0.078	0	0	0.564	0.581
CASP1	NFKB1	9606.ENSP00000433138	9606.ENSP00000226574	0	0	0	0	0.141	0.076	0	0.799	0.826
CASP1	MAPK14	9606.ENSP00000433138	9606.ENSP00000229795	0	0	0	0	0.099	0.045	0	0.532	0.562
CASP1	CTSD	9606.ENSP00000433138	9606.ENSP00000236671	0	0	0	0	0.095	0.052	0	0.383	0.424
CASP1	LGALS3	9606.ENSP00000433138	9606.ENSP00000254301	0	0	0	0	0.126	0.052	0	0.370	0.433
CASP1	KIF11	9606.ENSP00000433138	9606.ENSP00000260731	0	0	0	0	0.047	0.420	0	0.069	0.440
CASP1	EP300	9606.ENSP00000433138	9606.ENSP00000263253	0	0	0	0	0.060	0	0	0.491	0.501
CASP1	NOX4	9606.ENSP00000433138	9606.ENSP00000263317	0	0	0	0	0.067	0	0	0.449	0.464
CASP1	ICAM1	9606.ENSP00000433138	9606.ENSP00000264832	0	0	0	0	0.159	0	0	0.601	0.650
CASP1	CASP6	9606.ENSP00000433138	9606.ENSP00000265164	0	0	0	0.614	0.069	0	0.540	0.833	0.922
CASP1	CTSK	9606.ENSP00000433138	9606.ENSP00000271651	0	0	0	0	0.147	0.052	0	0.481	0.543
CASP1	EGFR	9606.ENSP00000433138	9606.ENSP00000275493	0	0	0	0	0.061	0.292	0	0.369	0.544
CASP1	CSF1R	9606.ENSP00000433138	9606.ENSP00000286301	0	0	0	0	0.216	0	0	0.308	0.435
CASP1	PPARG	9606.ENSP00000433138	9606.ENSP00000287820	0	0	0	0	0.103	0	0	0.484	0.518
CASP1	CCR2	9606.ENSP00000433138	9606.ENSP00000292301	0	0	0	0	0.158	0	0	0.448	0.515
CASP1	CCR5	9606.ENSP00000433138	9606.ENSP00000292303	0	0	0	0	0.208	0	0	0.399	0.503
CASP1	VCAM1	9606.ENSP00000433138	9606.ENSP00000294728	0	0	0	0	0.088	0	0	0.481	0.506
CASP1	CCR1	9606.ENSP00000433138	9606.ENSP00000296140	0	0	0	0	0.229	0	0	0.253	0.400
CASP1	CASP3	9606.ENSP00000433138	9606.ENSP00000311032	0	0	0	0.654	0.106	0	0.540	0.349	0.709
CASP1	CXCR2	9606.ENSP00000433138	9606.ENSP00000319635	0	0	0	0	0.144	0	0	0.381	0.448
CASP1	GSK3B	9606.ENSP00000433138	9606.ENSP00000324806	0	0	0	0	0.042	0.067	0	0.386	0.403
CASP1	NOS2	9606.ENSP00000433138	9606.ENSP00000327251	0	0	0	0	0	0	0	0.428	0.428
CASP1	TBK1	9606.ENSP00000433138	9606.ENSP00000329967	0	0	0	0	0.118	0.067	0	0.554	0.602
CASP1	CASP9	9606.ENSP00000433138	9606.ENSP00000330237	0	0	0	0.613	0.064	0	0.540	0.386	0.712
CASP1	P2RX7	9606.ENSP00000433138	9606.ENSP00000330696	0	0	0	0	0.082	0	0	0.784	0.793
CASP1	SELE	9606.ENSP00000433138	9606.ENSP00000331736	0	0	0	0	0.081	0.045	0	0.413	0.440
CASP1	HSP90AA1	9606.ENSP00000433138	9606.ENSP00000335153	0	0	0	0	0.042	0.057	0	0.399	0.409
CASP1	DPP8	9606.ENSP00000433138	9606.ENSP00000339208	0	0	0	0	0	0	0	0.410	0.410
CASP1	ESR2	9606.ENSP00000433138	9606.ENSP00000343925	0	0	0	0	0.046	0	0	0.547	0.549
CASP1	CTSL	9606.ENSP00000433138	9606.ENSP00000345344	0	0	0	0	0.113	0.052	0	0.362	0.416
CASP1	HMGB1	9606.ENSP00000433138	9606.ENSP00000345347	0	0	0	0	0.042	0	0	0.686	0.687
CASP1	CTSB	9606.ENSP00000433138	9606.ENSP00000345672	0	0	0	0	0.104	0.052	0.540	0.814	0.917
CASP1	CASP8	9606.ENSP00000433138	9606.ENSP00000351273	0	0	0	0.580	0.152	0.544	0.900	0.986	0.999
CASP1	P2RX4	9606.ENSP00000433138	9606.ENSP00000353032	0	0	0	0	0.044	0	0	0.411	0.412
CASP1	TLR9	9606.ENSP00000433138	9606.ENSP00000353874	0	0	0	0	0.080	0.062	0	0.756	0.771
CASP1	STAT1	9606.ENSP00000433138	9606.ENSP00000354394	0	0	0	0	0.301	0	0	0.591	0.702
CASP1	MTOR	9606.ENSP00000433138	9606.ENSP00000354558	0	0	0	0	0	0	0	0.453	0.453
CASP1	PTGS1	9606.ENSP00000433138	9606.ENSP00000354612	0	0	0	0	0.195	0	0	0.435	0.526
CASP1	PSEN2	9606.ENSP00000433138	9606.ENSP00000355747	0	0	0	0	0.051	0.126	0	0.420	0.477
CASP1	PARP1	9606.ENSP00000433138	9606.ENSP00000355759	0	0	0	0	0	0.314	0	0.518	0.655
CASP1	PTGS2	9606.ENSP00000433138	9606.ENSP00000356438	0	0	0	0	0.145	0	0	0.586	0.631
CASP1	CTSS	9606.ENSP00000433138	9606.ENSP00000357981	0	0	0	0	0.454	0.052	0	0.577	0.762
CASP1	MCL1	9606.ENSP00000433138	9606.ENSP00000358022	0	0	0	0	0.127	0.125	0	0.430	0.527
CASP1	CASP7	9606.ENSP00000433138	9606.ENSP00000358327	0	0	0	0.588	0.107	0	0.540	0.319	0.696
CASP1	XIAP	9606.ENSP00000433138	9606.ENSP00000360242	0	0	0	0	0.067	0.184	0	0.959	0.966
CASP1	HSP90AB1	9606.ENSP00000433138	9606.ENSP00000360609	0	0	0	0	0.042	0.057	0	0.398	0.408
CASP1	PTPN1	9606.ENSP00000433138	9606.ENSP00000360683	0	0	0	0	0.042	0	0	0.411	0.411
CASP1	MMP9	9606.ENSP00000433138	9606.ENSP00000361405	0	0	0	0	0.140	0	0	0.518	0.568
CASP1	PLAU	9606.ENSP00000433138	9606.ENSP00000361850	0	0	0	0	0.094	0	0.540	0.210	0.642
CASP1	SRC	9606.ENSP00000433138	9606.ENSP00000362680	0	0	0	0	0.105	0.067	0	0.400	0.456
CASP1	TLR4	9606.ENSP00000433138	9606.ENSP00000363089	0	0	0	0	0.263	0.062	0	0.888	0.916
CASP1	SYK	9606.ENSP00000433138	9606.ENSP00000364898	0	0	0	0	0.169	0.311	0	0.664	0.791
CASP1	XDH	9606.ENSP00000433138	9606.ENSP00000368727	0	0	0	0	0.128	0	0	0.398	0.452
CASP1	JAK2	9606.ENSP00000433138	9606.ENSP00000371067	0	0	0	0	0.226	0.067	0	0.401	0.530
CASP1	MAPK8	9606.ENSP00000433138	9606.ENSP00000378974	0	0	0	0	0.042	0	0	0.457	0.458
CASP1	RELA	9606.ENSP00000433138	9606.ENSP00000384273	0	0	0	0	0.103	0.061	0	0.401	0.452
CASP1	PPARA	9606.ENSP00000433138	9606.ENSP00000385523	0	0	0	0	0.086	0	0	0.377	0.406
CASP1	CXCR4	9606.ENSP00000433138	9606.ENSP00000386884	0	0	0	0	0.134	0	0	0.373	0.435
CASP1	MAPK9	9606.ENSP00000433138	9606.ENSP00000394560	0	0	0	0	0.042	0	0	0.555	0.556
CASP1	TNF	9606.ENSP00000433138	9606.ENSP00000398698	0	0	0	0	0.171	0.091	0	0.883	0.904
CASP1	ERN1	9606.ENSP00000433138	9606.ENSP00000401445	0	0	0	0	0.059	0.067	0	0.482	0.505
CASP1	PTPRC	9606.ENSP00000433138	9606.ENSP00000411355	0	0	0	0	0.297	0	0	0.474	0.614
CASP1	IKBKB	9606.ENSP00000433138	9606.ENSP00000430684	0	0	0	0	0.090	0.067	0	0.511	0.549
CASP1	IDO1	9606.ENSP00000433138	9606.ENSP00000430950	0	0	0	0	0.144	0	0	0.369	0.436
CASP1	JAK1	9606.ENSP00000433138	9606.ENSP00000499900	0	0	0	0	0.080	0.067	0	0.374	0.416
CASP1	NR1H3	9606.ENSP00000433138	9606.ENSP00000477707	0	0	0	0	0.064	0	0	0.465	0.479
CASP1	ELANE	9606.ENSP00000433138	9606.ENSP00000466090	0	0	0	0	0.082	0	0	0.507	0.528
CASP1	IRAK4	9606.ENSP00000433138	9606.ENSP00000479889	0	0	0	0	0.126	0.067	0	0.483	0.542
CASP1	NR1H4	9606.ENSP00000433138	9606.ENSP00000447149	0	0	0	0	0.046	0	0	0.613	0.615
CASP3	SIRT1	9606.ENSP00000311032	9606.ENSP00000212015	0	0	0	0	0.056	0	0	0.721	0.725
CASP3	MAPK1	9606.ENSP00000311032	9606.ENSP00000215832	0	0	0	0	0.100	0.045	0.900	0.599	0.961
CASP3	MMP2	9606.ENSP00000311032	9606.ENSP00000219070	0	0	0	0	0.090	0	0	0.698	0.713
CASP3	PLAT	9606.ENSP00000311032	9606.ENSP00000220809	0	0	0	0	0.043	0	0	0.443	0.444
CASP3	GSK3A	9606.ENSP00000311032	9606.ENSP00000222330	0	0	0	0	0.054	0.067	0	0.479	0.501
CASP3	SERPINE1	9606.ENSP00000311032	9606.ENSP00000223095	0	0	0	0	0.055	0	0	0.520	0.527
CASP3	MPO	9606.ENSP00000311032	9606.ENSP00000225275	0	0	0	0	0	0	0	0.680	0.680
CASP3	RPS6KB1	9606.ENSP00000311032	9606.ENSP00000225577	0	0	0	0	0.100	0	0	0.720	0.737
CASP3	NFKB1	9606.ENSP00000311032	9606.ENSP00000226574	0	0	0	0	0.113	0.076	0	0.799	0.821
CASP3	MAPK14	9606.ENSP00000311032	9606.ENSP00000229795	0	0	0	0	0.105	0.294	0	0.733	0.817
CASP3	NR3C1	9606.ENSP00000311032	9606.ENSP00000231509	0	0	0	0	0.089	0	0	0.596	0.617
CASP3	CTSD	9606.ENSP00000311032	9606.ENSP00000236671	0	0	0	0	0.042	0.062	0	0.558	0.568
CASP3	FLT3	9606.ENSP00000311032	9606.ENSP00000241453	0	0	0	0	0	0	0	0.444	0.444
CASP3	CDC25B	9606.ENSP00000311032	9606.ENSP00000245960	0	0	0	0	0.048	0	0	0.468	0.472
CASP3	SMO	9606.ENSP00000311032	9606.ENSP00000249373	0	0	0	0	0	0	0	0.400	0.400
CASP3	LGALS3	9606.ENSP00000311032	9606.ENSP00000254301	0	0	0	0	0	0.084	0	0.436	0.461
CASP3	CCNA1	9606.ENSP00000311032	9606.ENSP00000255465	0	0	0	0	0.055	0	0	0.690	0.694
CASP3	PDGFRA	9606.ENSP00000311032	9606.ENSP00000257290	0	0	0	0	0	0	0	0.475	0.475
CASP3	CDK4	9606.ENSP00000311032	9606.ENSP00000257904	0	0	0	0	0.107	0	0	0.732	0.750
CASP3	MDM2	9606.ENSP00000311032	9606.ENSP00000258149	0	0	0	0	0.066	0.832	0	0.803	0.966
CASP3	MMP7	9606.ENSP00000311032	9606.ENSP00000260227	0	0	0	0	0.068	0	0	0.460	0.476
CASP3	MMP13	9606.ENSP00000311032	9606.ENSP00000260302	0	0	0	0	0.088	0	0	0.570	0.592
CASP3	PDGFRB	9606.ENSP00000311032	9606.ENSP00000261799	0	0	0	0	0	0	0	0.492	0.492
CASP3	PRKCQ	9606.ENSP00000311032	9606.ENSP00000263125	0	0	0	0	0.052	0	0.750	0.154	0.782
CASP3	EP300	9606.ENSP00000311032	9606.ENSP00000263253	0	0	0	0	0.062	0	0	0.413	0.426
CASP3	NOX4	9606.ENSP00000311032	9606.ENSP00000263317	0	0	0	0	0.087	0	0	0.598	0.618
CASP3	PRKCG	9606.ENSP00000311032	9606.ENSP00000263431	0	0	0	0	0.074	0	0.900	0.220	0.921
CASP3	KDR	9606.ENSP00000311032	9606.ENSP00000263923	0	0	0	0	0	0	0	0.598	0.598
CASP3	PIK3CA	9606.ENSP00000311032	9606.ENSP00000263967	0	0	0	0	0.049	0.063	0	0.542	0.556
CASP3	HDAC4	9606.ENSP00000311032	9606.ENSP00000264606	0	0	0	0	0	0	0	0.425	0.425
CASP3	ICAM1	9606.ENSP00000311032	9606.ENSP00000264832	0	0	0	0	0.057	0	0	0.629	0.635
CASP3	ENPEP	9606.ENSP00000311032	9606.ENSP00000265162	0	0	0	0	0	0	0	0.488	0.487
CASP3	CASP6	9606.ENSP00000311032	9606.ENSP00000265164	0	0	0.060	0.886	0.056	0.775	0.540	0.593	0.955
CASP3	CDK2	9606.ENSP00000311032	9606.ENSP00000266970	0	0	0	0	0.114	0.075	0	0.808	0.829
CASP3	ERBB2	9606.ENSP00000311032	9606.ENSP00000269571	0	0	0	0	0.054	0	0	0.683	0.687
CASP3	CTSK	9606.ENSP00000311032	9606.ENSP00000271651	0	0	0	0	0.088	0.061	0	0.369	0.413
CASP3	REN	9606.ENSP00000311032	9606.ENSP00000272190	0	0	0	0	0	0.062	0	0.463	0.474
CASP3	EGFR	9606.ENSP00000311032	9606.ENSP00000275493	0	0	0	0	0.061	0	0	0.741	0.747
CASP3	FLT1	9606.ENSP00000311032	9606.ENSP00000282397	0	0	0	0	0	0	0	0.452	0.452
CASP3	CSF1R	9606.ENSP00000311032	9606.ENSP00000286301	0	0	0	0	0	0	0	0.426	0.426
CASP3	PPARG	9606.ENSP00000311032	9606.ENSP00000287820	0	0	0	0	0.046	0	0	0.692	0.694
CASP3	HMGCR	9606.ENSP00000311032	9606.ENSP00000287936	0	0	0	0	0.086	0	0	0.483	0.507
CASP3	CCR2	9606.ENSP00000311032	9606.ENSP00000292301	0	0	0	0	0.057	0	0	0.591	0.598
CASP3	CCR5	9606.ENSP00000311032	9606.ENSP00000292303	0	0	0	0	0.073	0	0	0.566	0.580
CASP3	VCAM1	9606.ENSP00000311032	9606.ENSP00000294728	0	0	0	0	0.116	0	0	0.558	0.593
CASP3	NOS3	9606.ENSP00000311032	9606.ENSP00000297494	0	0	0	0	0	0	0	0.604	0.604
CASP3	LRRK2	9606.ENSP00000311032	9606.ENSP00000298910	0	0	0	0	0	0.311	0	0.328	0.517
CASP3	MMP3	9606.ENSP00000311032	9606.ENSP00000299855	0	0	0	0	0.104	0	0	0.544	0.575
CASP3	PLK1	9606.ENSP00000311032	9606.ENSP00000300093	0	0	0	0	0.055	0	0	0.637	0.642
CASP3	MAP2K1	9606.ENSP00000311032	9606.ENSP00000302486	0	0	0	0	0.110	0	0	0.615	0.643
CASP3	TERT	9606.ENSP00000311032	9606.ENSP00000309572	0	0	0	0	0	0	0	0.468	0.468
CASP3	PRKACA	9606.ENSP00000311032	9606.ENSP00000309591	0	0	0	0	0.042	0	0	0.537	0.537
CASP3	PPARD	9606.ENSP00000311032	9606.ENSP00000310928	0	0	0	0	0.046	0	0	0.403	0.407
CASP3	PTPN11	9606.ENSP00000311032	9606.ENSP00000489597	0	0	0	0	0.079	0	0	0.377	0.402
CASP3	PIK3R1	9606.ENSP00000311032	9606.ENSP00000428056	0	0	0	0	0.056	0	0	0.396	0.405
CASP3	TOP1	9606.ENSP00000311032	9606.ENSP00000354522	0	0	0	0	0.056	0.073	0	0.375	0.405
CASP3	PTPN1	9606.ENSP00000311032	9606.ENSP00000360683	0	0	0	0	0.088	0	0	0.378	0.408
CASP3	GRB2	9606.ENSP00000311032	9606.ENSP00000376345	0	0	0	0	0.091	0	0	0.379	0.411
CASP3	JAK3	9606.ENSP00000311032	9606.ENSP00000432511	0	0	0	0	0.123	0.067	0	0.339	0.411
CASP3	TLR9	9606.ENSP00000311032	9606.ENSP00000353874	0	0	0	0	0	0.062	0	0.400	0.413
CASP3	FGFR1	9606.ENSP00000311032	9606.ENSP00000393312	0	0	0	0	0.042	0	0	0.414	0.415
CASP3	ROCK2	9606.ENSP00000311032	9606.ENSP00000317985	0	0	0	0	0.069	0.067	0	0.381	0.416
CASP3	PLAU	9606.ENSP00000311032	9606.ENSP00000361850	0	0	0	0	0.047	0	0	0.415	0.418
CASP3	LYN	9606.ENSP00000311032	9606.ENSP00000428924	0	0	0	0	0.072	0.067	0	0.383	0.420
CASP3	GRIN2B	9606.ENSP00000311032	9606.ENSP00000477455	0	0	0	0	0	0	0	0.425	0.425
CASP3	TRPV1	9606.ENSP00000311032	9606.ENSP00000459962	0	0	0	0	0	0	0	0.426	0.426
CASP3	CCNE2	9606.ENSP00000311032	9606.ENSP00000429089	0	0	0	0	0.101	0	0	0.392	0.430
CASP3	SYK	9606.ENSP00000311032	9606.ENSP00000364898	0	0	0	0	0.105	0.067	0	0.377	0.435
CASP3	LCK	9606.ENSP00000311032	9606.ENSP00000477713	0	0	0	0	0.057	0.067	0	0.417	0.443
CASP3	MAOB	9606.ENSP00000311032	9606.ENSP00000367309	0	0	0	0	0	0	0	0.444	0.444
CASP3	DPP4	9606.ENSP00000311032	9606.ENSP00000353731	0	0	0	0	0.086	0	0	0.420	0.447
CASP3	SELE	9606.ENSP00000311032	9606.ENSP00000331736	0	0	0	0	0.065	0.045	0	0.444	0.460
CASP3	CCR3	9606.ENSP00000311032	9606.ENSP00000441600	0	0	0	0	0	0	0	0.463	0.463
CASP3	TYMS	9606.ENSP00000311032	9606.ENSP00000315644	0	0	0	0	0.120	0	0	0.415	0.464
CASP3	WEE1	9606.ENSP00000311032	9606.ENSP00000402084	0	0	0	0	0.059	0	0	0.456	0.466
CASP3	TGFBR1	9606.ENSP00000311032	9606.ENSP00000447297	0	0	0	0	0.125	0.067	0	0.398	0.466
CASP3	CYP19A1	9606.ENSP00000311032	9606.ENSP00000379683	0	0	0	0	0.052	0	0	0.461	0.468
CASP3	CTSL	9606.ENSP00000311032	9606.ENSP00000345344	0	0	0	0	0.080	0.061	0	0.436	0.471
CASP3	HNF4A	9606.ENSP00000311032	9606.ENSP00000312987	0	0	0	0	0	0	0	0.474	0.474
CASP3	MDM4	9606.ENSP00000311032	9606.ENSP00000356150	0	0	0	0	0.059	0.067	0	0.451	0.476
CASP3	HDAC2	9606.ENSP00000311032	9606.ENSP00000430432	0	0	0	0	0.082	0	0	0.460	0.483
CASP3	ELANE	9606.ENSP00000311032	9606.ENSP00000466090	0	0	0	0	0	0	0	0.485	0.485
CASP3	NOS1	9606.ENSP00000311032	9606.ENSP00000477999	0	0	0	0	0	0	0	0.486	0.486
CASP3	DNMT1	9606.ENSP00000311032	9606.ENSP00000352516	0	0	0	0	0.060	0	0	0.478	0.488
CASP3	MMP1	9606.ENSP00000311032	9606.ENSP00000322788	0	0	0	0	0.114	0	0	0.450	0.492
CASP3	RPS6KA1	9606.ENSP00000311032	9606.ENSP00000435412	0	0	0	0	0.076	0	0	0.475	0.494
CASP3	HDAC6	9606.ENSP00000311032	9606.ENSP00000365804	0	0	0	0	0.042	0	0	0.494	0.494
CASP3	ITGB1	9606.ENSP00000311032	9606.ENSP00000379350	0	0	0	0	0.085	0	0	0.484	0.508
CASP3	PGR	9606.ENSP00000311032	9606.ENSP00000325120	0	0	0	0	0.046	0	0	0.515	0.518
CASP3	RET	9606.ENSP00000311032	9606.ENSP00000347942	0	0	0	0	0.042	0.292	0	0.347	0.518
CASP3	NTRK1	9606.ENSP00000311032	9606.ENSP00000431418	0	0	0	0	0	0.067	0	0.509	0.522
CASP3	RAF1	9606.ENSP00000311032	9606.ENSP00000401888	0	0	0	0	0.044	0.067	0	0.514	0.528
CASP3	PDPK1	9606.ENSP00000311032	9606.ENSP00000344220	0	0	0	0	0.047	0.329	0	0.322	0.528
CASP3	TBK1	9606.ENSP00000311032	9606.ENSP00000329967	0	0	0	0	0.228	0.094	0	0.382	0.530
CASP3	JAK1	9606.ENSP00000311032	9606.ENSP00000499900	0	0	0	0	0.098	0.067	0	0.490	0.534
CASP3	NOS2	9606.ENSP00000311032	9606.ENSP00000327251	0	0	0	0	0	0	0	0.537	0.537
CASP3	ESR2	9606.ENSP00000311032	9606.ENSP00000343925	0	0	0	0	0.046	0	0	0.540	0.543
CASP3	XDH	9606.ENSP00000311032	9606.ENSP00000368727	0	0	0	0	0.048	0	0	0.540	0.544
CASP3	PTGS1	9606.ENSP00000311032	9606.ENSP00000354612	0	0	0	0	0.055	0	0	0.540	0.547
CASP3	F2R	9606.ENSP00000311032	9606.ENSP00000321326	0	0	0	0	0.054	0.071	0	0.525	0.547
CASP3	NOX1	9606.ENSP00000311032	9606.ENSP00000362057	0	0	0	0	0.109	0	0	0.512	0.547
CASP3	TOP2A	9606.ENSP00000311032	9606.ENSP00000411532	0	0	0	0	0.080	0	0	0.536	0.555
CASP3	CYP3A4	9606.ENSP00000311032	9606.ENSP00000498939	0	0	0	0	0	0	0	0.565	0.565
CASP3	PPARA	9606.ENSP00000311032	9606.ENSP00000385523	0	0	0	0	0.046	0	0	0.570	0.572
CASP3	CXCR4	9606.ENSP00000311032	9606.ENSP00000386884	0	0	0	0	0.092	0	0	0.578	0.601
CASP3	CDC25C	9606.ENSP00000311032	9606.ENSP00000321656	0	0	0	0	0.048	0	0	0.601	0.604
CASP3	RELA	9606.ENSP00000311032	9606.ENSP00000384273	0	0	0	0	0.068	0.061	0	0.587	0.607
CASP3	CHEK2	9606.ENSP00000311032	9606.ENSP00000372023	0	0	0	0	0.049	0	0	0.605	0.608
CASP3	CTSS	9606.ENSP00000311032	9606.ENSP00000357981	0	0	0	0	0.104	0.061	0	0.585	0.620
CASP3	PTK2	9606.ENSP00000311032	9606.ENSP00000341189	0	0	0	0	0.083	0	0	0.605	0.622
CASP3	IKBKB	9606.ENSP00000311032	9606.ENSP00000430684	0	0	0	0	0.093	0.067	0	0.598	0.631
CASP3	IGF1R	9606.ENSP00000311032	9606.ENSP00000497069	0	0	0	0	0.087	0.067	0	0.601	0.631
CASP3	CTSB	9606.ENSP00000311032	9606.ENSP00000345672	0	0	0	0	0.057	0.061	0	0.617	0.631
CASP3	FYN	9606.ENSP00000311032	9606.ENSP00000346671	0	0	0	0	0.051	0.067	0	0.619	0.633
CASP3	PTPRC	9606.ENSP00000311032	9606.ENSP00000411355	0	0	0	0	0.094	0	0	0.628	0.649
CASP3	PSEN2	9606.ENSP00000311032	9606.ENSP00000355747	0	0	0	0	0.052	0	0	0.646	0.650
CASP3	MAPK11	9606.ENSP00000311032	9606.ENSP00000333685	0	0	0	0	0.062	0.045	0	0.666	0.674
CASP3	SRC	9606.ENSP00000311032	9606.ENSP00000362680	0	0	0	0	0.053	0.067	0	0.672	0.685
CASP3	JAK2	9606.ENSP00000311032	9606.ENSP00000371067	0	0	0	0	0.152	0.067	0	0.640	0.691
CASP3	CDK5	9606.ENSP00000311032	9606.ENSP00000419782	0	0	0	0	0.042	0	0	0.690	0.691
CASP3	ESR1	9606.ENSP00000311032	9606.ENSP00000405330	0	0	0	0	0.046	0	0	0.691	0.692
CASP3	CDC42	9606.ENSP00000311032	9606.ENSP00000497733	0	0	0	0	0.105	0.394	0	0.496	0.703
CASP3	MET	9606.ENSP00000311032	9606.ENSP00000317272	0	0	0	0	0	0.403	0	0.530	0.708
CASP3	ERN1	9606.ENSP00000311032	9606.ENSP00000401445	0	0	0	0	0.059	0.067	0	0.700	0.714
CASP3	PSEN1	9606.ENSP00000311032	9606.ENSP00000326366	0	0	0	0	0.058	0	0	0.713	0.718
CASP3	MTOR	9606.ENSP00000311032	9606.ENSP00000354558	0	0	0	0	0.042	0	0	0.723	0.723
CASP3	PRKDC	9606.ENSP00000311032	9606.ENSP00000313420	0	0	0	0	0.042	0.510	0	0.475	0.732
CASP3	HDAC1	9606.ENSP00000311032	9606.ENSP00000362649	0	0	0	0	0.074	0	0	0.728	0.738
CASP3	TLR4	9606.ENSP00000311032	9606.ENSP00000363089	0	0	0	0	0.092	0.062	0	0.719	0.740
CASP3	GSK3B	9606.ENSP00000311032	9606.ENSP00000324806	0	0	0	0	0.057	0.067	0	0.736	0.747
CASP3	HMGB1	9606.ENSP00000311032	9606.ENSP00000345347	0	0	0	0	0.109	0	0	0.736	0.755
CASP3	MAPK9	9606.ENSP00000311032	9606.ENSP00000394560	0	0	0	0	0.044	0.292	0	0.694	0.775
CASP3	STAT1	9606.ENSP00000311032	9606.ENSP00000354394	0	0	0	0	0.106	0.421	0	0.610	0.780
CASP3	MMP9	9606.ENSP00000311032	9606.ENSP00000361405	0	0	0	0	0.101	0	0	0.793	0.806
CASP3	HSP90AB1	9606.ENSP00000311032	9606.ENSP00000360609	0	0	0	0	0.044	0.071	0	0.853	0.858
CASP3	CDK1	9606.ENSP00000311032	9606.ENSP00000378699	0	0	0	0	0.137	0	0	0.846	0.862
CASP3	PTGS2	9606.ENSP00000311032	9606.ENSP00000356438	0	0	0	0	0.055	0	0	0.863	0.865
CASP3	HSP90AA1	9606.ENSP00000311032	9606.ENSP00000335153	0	0	0	0	0.050	0.071	0	0.873	0.878
CASP3	MCL1	9606.ENSP00000311032	9606.ENSP00000358022	0	0	0	0	0.091	0.354	0	0.861	0.911
CASP3	PRKCD	9606.ENSP00000311032	9606.ENSP00000331602	0	0	0	0	0.057	0	0.750	0.715	0.927
CASP3	PRKCB	9606.ENSP00000311032	9606.ENSP00000496129	0	0	0	0	0.104	0	0.900	0.301	0.931
CASP3	TNF	9606.ENSP00000311032	9606.ENSP00000398698	0	0	0	0	0.098	0.096	0	0.932	0.939
CASP3	MAPK8	9606.ENSP00000311032	9606.ENSP00000378974	0	0	0	0	0.049	0.292	0	0.922	0.943
CASP3	CASP7	9606.ENSP00000311032	9606.ENSP00000358327	0	0	0.069	0.940	0.134	0.421	0.900	0.096	0.950
CASP3	ROCK1	9606.ENSP00000311032	9606.ENSP00000382697	0	0	0	0	0.108	0.436	0.750	0.714	0.959
CASP3	CASP8	9606.ENSP00000311032	9606.ENSP00000351273	0	0	0.088	0.828	0.105	0.786	0.900	0.983	0.999
CASP3	XIAP	9606.ENSP00000311032	9606.ENSP00000360242	0	0	0	0	0.069	0.998	0.900	0.998	0.999
CASP3	PARP1	9606.ENSP00000311032	9606.ENSP00000355759	0	0	0	0	0.064	0.867	0.900	0.953	0.999
CASP3	CASP9	9606.ENSP00000311032	9606.ENSP00000330237	0	0	0	0.827	0.049	0.846	0.900	0.957	0.999
CASP6	NCSTN	9606.ENSP00000265164	9606.ENSP00000294785	0	0	0	0	0.060	0	0	0.410	0.422
CASP6	CXCR4	9606.ENSP00000265164	9606.ENSP00000386884	0	0	0	0	0.074	0	0	0.450	0.469
CASP6	CTSB	9606.ENSP00000265164	9606.ENSP00000345672	0	0	0	0	0.057	0.061	0	0.496	0.515
CASP6	TNF	9606.ENSP00000265164	9606.ENSP00000398698	0	0	0	0	0.085	0.091	0	0.476	0.526
CASP6	PARP1	9606.ENSP00000265164	9606.ENSP00000355759	0	0	0	0	0.049	0.092	0	0.533	0.562
